CustomerID,Churn,Tenure,TenureCohort,RiskLevel,DaySinceLastOrder,OrderCount,CashbackAmount,SatisfactionScore,Complain,CityTier,Gender,R_Score,F_Score,M_Score,RFM_Score,RFMSegment
50648,0,29.0,Loyal (25m+),STANDARD RISK,3.0,1.0,129.42,3,0,1,Female,4,1,1,6,Lost Customers
50649,0,9.0,Established (7-12m),STANDARD RISK,8.0,7.0,188.58,2,0,1,Female,2,5,4,11,Potential Loyalists
50650,0,28.0,Loyal (25m+),LOW RISK,2.0,6.0,267.56,5,0,1,Male,4,5,5,14,Loyal Customers
50651,0,16.0,Mature (13-24m),STANDARD RISK,0.0,2.0,234.0,2,0,3,Male,5,2,5,12,Potential Loyalists
50652,1,0.0,New (0-3m),CRITICAL RISK,2.0,1.0,123.23,2,1,3,Female,4,1,1,6,Lost Customers
50653,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,114.16,5,0,1,Female,5,1,1,7,At Risk
50654,0,19.0,Mature (13-24m),STANDARD RISK,7.0,1.0,146.15,5,1,1,Female,2,1,2,5,Lost Customers
50655,1,14.0,Mature (13-24m),STANDARD RISK,7.0,2.0,124.61,3,1,1,Male,2,2,1,5,Lost Customers
50656,1,0.0,New (0-3m),STANDARD RISK,9.0,1.0,187.22,5,0,1,Male,1,1,4,6,Lost Customers
50657,0,0.0,New (0-3m),STANDARD RISK,3.0,1.0,139.55,5,0,1,Male,4,1,1,6,Lost Customers
50658,0,3.0,New (0-3m),STANDARD RISK,2.0,1.0,199.57,5,0,1,Male,4,1,4,9,At Risk
50659,0,14.0,Mature (13-24m),STANDARD RISK,8.0,1.0,133.76,3,0,1,Female,2,1,1,4,Lost Customers
50660,0,11.0,Established (7-12m),STANDARD RISK,9.0,1.0,188.23,3,0,1,Female,1,1,4,6,Lost Customers
50661,0,13.0,Mature (13-24m),STANDARD RISK,1.0,11.0,203.22,2,0,1,Male,5,5,4,14,Loyal Customers
50662,0,0.0,New (0-3m),STANDARD RISK,2.0,1.0,146.21,3,0,1,Male,4,1,2,7,At Risk
50663,0,28.0,Loyal (25m+),LOW RISK,3.0,1.0,209.76,4,0,1,Male,4,1,5,10,Potential Loyalists
50664,0,1.0,New (0-3m),STANDARD RISK,7.0,1.0,136.6,3,0,1,Female,2,1,1,4,Lost Customers
50665,1,7.0,Established (7-12m),STANDARD RISK,6.0,3.0,204.82,5,0,2,Male,2,4,4,10,Potential Loyalists
50666,0,6.0,Growing (4-6m),MEDIUM RISK,2.0,1.0,171.19,2,0,1,Male,4,1,3,8,At Risk
50667,1,0.0,New (0-3m),STANDARD RISK,7.0,4.0,195.82,5,1,3,Male,2,4,4,10,Potential Loyalists
50668,1,0.0,New (0-3m),STANDARD RISK,8.0,3.0,145.08,3,0,1,Female,2,4,2,8,At Risk
50669,0,9.0,Established (7-12m),STANDARD RISK,2.0,2.0,122.07,3,0,1,Male,4,2,1,7,At Risk
50670,0,7.0,Established (7-12m),STANDARD RISK,4.0,1.0,177.56,2,0,1,Male,3,1,4,8,At Risk
50671,0,10.0,Established (7-12m),STANDARD RISK,0.0,1.0,166.94,2,1,3,Female,5,1,3,9,At Risk
50672,1,0.0,New (0-3m),CRITICAL RISK,6.0,5.0,136.91,2,1,1,Male,2,5,1,8,At Risk
50673,1,0.0,New (0-3m),STANDARD RISK,0.0,1.0,123.77,3,0,1,Male,5,1,1,7,At Risk
50674,1,9.0,Established (7-12m),STANDARD RISK,2.0,2.0,123.13,4,1,1,Male,4,2,1,7,At Risk
50675,0,15.0,Mature (13-24m),LOW RISK,7.0,13.0,276.65,5,0,1,Male,2,5,5,12,Potential Loyalists
50676,1,0.0,New (0-3m),STANDARD RISK,0.0,1.0,125.96,4,0,1,Male,5,1,1,7,At Risk
50677,1,13.0,Mature (13-24m),STANDARD RISK,0.0,1.0,147.28,3,1,3,Male,5,1,2,8,At Risk
50678,0,6.0,Growing (4-6m),STANDARD RISK,2.0,1.0,143.02,4,0,3,Female,4,1,2,7,At Risk
50679,0,7.0,Established (7-12m),STANDARD RISK,0.0,1.0,129.79,2,0,1,Male,5,1,1,7,At Risk
50680,0,21.0,Mature (13-24m),STANDARD RISK,1.0,2.0,268.85,2,0,1,Male,5,2,5,12,Potential Loyalists
50681,0,18.0,Mature (13-24m),STANDARD RISK,12.0,4.0,155.93,3,0,3,Female,1,4,3,8,At Risk
50682,0,25.0,Loyal (25m+),LOW RISK,0.0,4.0,204.45,4,0,1,Male,5,4,4,13,Loyal Customers
50683,0,11.0,Established (7-12m),STANDARD RISK,7.0,2.0,187.4,3,1,3,Male,2,2,4,8,At Risk
50684,0,2.0,New (0-3m),STANDARD RISK,7.0,1.0,125.14,2,0,1,Female,2,1,1,4,Lost Customers
50685,0,1.0,New (0-3m),STANDARD RISK,7.0,1.0,176.55,4,0,1,Female,2,1,4,7,At Risk
50686,0,19.0,Mature (13-24m),STANDARD RISK,9.0,4.0,274.65,3,0,3,Male,1,4,5,10,Potential Loyalists
50687,0,11.0,Established (7-12m),STANDARD RISK,0.0,1.0,173.51,4,0,3,Male,5,1,4,10,Potential Loyalists
50688,0,16.0,Mature (13-24m),LOW RISK,1.0,1.0,208.2,5,0,1,Female,5,1,4,10,Potential Loyalists
50689,1,2.0,New (0-3m),STANDARD RISK,3.0,11.0,221.69,2,0,1,Male,4,5,5,14,Loyal Customers
50690,0,13.0,Mature (13-24m),STANDARD RISK,9.0,4.0,296.26,3,0,1,Male,1,4,5,10,Potential Loyalists
50691,0,9.0,Established (7-12m),STANDARD RISK,2.0,2.0,120.7,4,1,1,Female,4,2,1,7,At Risk
50692,0,12.0,Established (7-12m),STANDARD RISK,3.0,1.0,167.82,4,0,1,Male,4,1,3,8,At Risk
50693,0,9.0,Established (7-12m),STANDARD RISK,9.0,1.0,177.79,2,0,1,Male,1,1,4,6,Lost Customers
50694,0,4.0,Growing (4-6m),MEDIUM RISK,2.0,2.0,127.91,2,0,3,Male,4,2,1,7,At Risk
50695,0,1.0,New (0-3m),STANDARD RISK,4.0,1.0,132.01,4,0,1,Male,3,1,1,5,Lost Customers
50696,0,8.0,Established (7-12m),STANDARD RISK,2.0,1.0,149.68,2,0,3,Male,4,1,2,7,At Risk
50697,0,22.0,Mature (13-24m),LOW RISK,3.0,2.0,231.2,4,0,3,Male,4,2,5,11,Potential Loyalists
50698,0,7.0,Established (7-12m),STANDARD RISK,2.0,1.0,140.33,3,0,1,Male,4,1,1,6,Lost Customers
50699,0,2.0,New (0-3m),STANDARD RISK,1.0,1.0,132.91,4,0,1,Female,5,1,1,7,At Risk
50700,0,15.0,Mature (13-24m),STANDARD RISK,0.0,1.0,142.72,2,0,1,Male,5,1,2,8,At Risk
50701,0,2.0,New (0-3m),CRITICAL RISK,2.0,1.0,150.56,2,1,1,Male,4,1,2,7,At Risk
50702,0,11.0,Established (7-12m),STANDARD RISK,0.0,5.0,128.44,3,0,2,Male,5,5,1,11,Potential Loyalists
50703,0,4.0,Growing (4-6m),STANDARD RISK,2.0,1.0,127.03,3,1,1,Male,4,1,1,6,Lost Customers
50704,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,119.04,3,0,1,Male,5,1,1,7,At Risk
50705,1,0.0,New (0-3m),STANDARD RISK,3.0,1.0,182.24,5,1,3,Female,4,1,4,9,At Risk
50706,0,14.0,Mature (13-24m),STANDARD RISK,0.0,1.0,147.66,2,1,1,Male,5,1,2,8,At Risk
50707,1,0.0,New (0-3m),STANDARD RISK,2.0,2.0,126.1,3,0,1,Male,4,2,1,7,At Risk
50708,0,10.0,Established (7-12m),STANDARD RISK,3.0,1.0,157.31,2,0,1,Female,4,1,3,8,At Risk
50709,0,0.0,New (0-3m),STANDARD RISK,2.0,2.0,125.39,3,0,1,Male,4,2,1,7,At Risk
50710,0,7.0,Established (7-12m),STANDARD RISK,3.0,1.0,157.14,3,0,3,Female,4,1,3,8,At Risk
50711,0,8.0,Established (7-12m),STANDARD RISK,4.0,1.0,143.23,3,0,2,Male,3,1,2,6,Lost Customers
50712,1,0.0,New (0-3m),STANDARD RISK,10.0,3.0,173.36,5,0,3,Female,1,4,4,9,At Risk
50713,0,13.0,Mature (13-24m),STANDARD RISK,13.0,2.0,234.99,3,0,1,Female,1,2,5,8,At Risk
50714,1,5.0,Growing (4-6m),STANDARD RISK,14.0,2.0,237.58,5,1,3,Male,1,2,5,8,At Risk
50715,0,15.0,Mature (13-24m),LOW RISK,5.0,1.0,151.55,5,0,3,Male,2,1,2,5,Lost Customers
50716,0,9.0,Established (7-12m),STANDARD RISK,7.0,1.0,122.58,3,0,1,Male,2,1,1,4,Lost Customers
50717,0,0.0,New (0-3m),STANDARD RISK,2.0,1.0,135.97,4,0,1,Male,4,1,1,6,Lost Customers
50718,1,0.0,New (0-3m),CRITICAL RISK,0.0,1.0,125.15,2,1,1,Female,5,1,1,7,At Risk
50719,0,0.0,New (0-3m),STANDARD RISK,7.0,1.0,144.2,2,0,1,Male,2,1,2,5,Lost Customers
50720,0,3.0,New (0-3m),STANDARD RISK,4.0,1.0,165.78,3,0,3,Male,3,1,3,7,At Risk
50721,0,13.0,Mature (13-24m),STANDARD RISK,0.0,1.0,144.22,2,1,1,Female,5,1,2,8,At Risk
50722,0,8.0,Established (7-12m),STANDARD RISK,4.0,6.0,202.74,4,0,1,Male,3,5,4,12,Potential Loyalists
50723,0,7.0,Established (7-12m),STANDARD RISK,9.0,4.0,153.43,5,0,1,Male,1,4,2,7,At Risk
50724,0,8.0,Established (7-12m),STANDARD RISK,2.0,2.0,123.76,2,0,1,Male,4,2,1,7,At Risk
50725,1,6.0,Growing (4-6m),STANDARD RISK,3.0,1.0,153.46,3,0,3,Female,4,1,2,7,At Risk
50726,0,5.0,Growing (4-6m),STANDARD RISK,0.0,1.0,128.27,5,0,3,Female,5,1,1,7,At Risk
50727,0,29.0,Loyal (25m+),LOW RISK,2.0,4.0,299.43,5,0,1,Female,4,4,5,13,Loyal Customers
50728,0,2.0,New (0-3m),STANDARD RISK,8.0,1.0,131.31,2,0,1,Female,2,1,1,4,Lost Customers
50729,0,0.0,New (0-3m),STANDARD RISK,0.0,1.0,125.52,5,0,1,Male,5,1,1,7,At Risk
50730,0,18.0,Mature (13-24m),STANDARD RISK,2.0,1.0,144.77,3,1,1,Female,4,1,2,7,At Risk
50731,0,10.0,Established (7-12m),STANDARD RISK,11.0,3.0,164.74,2,0,1,Female,1,4,3,8,At Risk
50732,0,0.0,New (0-3m),STANDARD RISK,2.0,1.0,130.33,3,0,1,Male,4,1,1,6,Lost Customers
50733,1,7.0,Established (7-12m),STANDARD RISK,2.0,1.0,129.36,3,1,1,Male,4,1,1,6,Lost Customers
50734,0,26.0,Loyal (25m+),STANDARD RISK,7.0,4.0,286.06,3,0,1,Female,2,4,5,11,Potential Loyalists
50735,0,9.0,Established (7-12m),STANDARD RISK,3.0,1.0,121.68,2,1,1,Female,4,1,1,6,Lost Customers
50736,1,0.0,New (0-3m),CRITICAL RISK,0.0,1.0,128.53,2,1,1,Male,5,1,1,7,At Risk
50737,0,19.0,Mature (13-24m),LOW RISK,9.0,15.0,270.48,5,0,3,Female,1,5,5,11,Potential Loyalists
50738,0,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,122.9,3,0,1,Male,5,1,1,7,At Risk
50739,0,6.0,Growing (4-6m),STANDARD RISK,4.0,1.0,136.0,3,0,2,Male,3,1,1,5,Lost Customers
50740,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,121.07,5,0,1,Male,5,1,1,7,At Risk
50741,0,3.0,New (0-3m),STANDARD RISK,3.0,1.0,141.15,5,0,3,Male,4,1,2,7,At Risk
50742,0,13.0,Mature (13-24m),LOW RISK,0.0,1.0,143.27,4,0,3,Male,5,1,2,8,At Risk
50743,0,23.0,Mature (13-24m),LOW RISK,2.0,2.0,278.56,5,0,1,Female,4,2,5,11,Potential Loyalists
50744,0,1.0,New (0-3m),STANDARD RISK,3.0,3.0,131.96,5,0,1,Male,4,4,1,9,At Risk
50745,0,19.0,Mature (13-24m),LOW RISK,3.0,1.0,290.81,4,0,1,Male,4,1,5,10,Potential Loyalists
50746,0,8.0,Established (7-12m),STANDARD RISK,7.0,1.0,189.66,5,1,3,Male,2,1,4,7,At Risk
50747,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,122.1,4,0,1,Female,5,1,1,7,At Risk
50748,0,6.0,Growing (4-6m),STANDARD RISK,1.0,1.0,145.39,3,0,3,Female,5,1,2,8,At Risk
50749,0,9.0,Established (7-12m),STANDARD RISK,7.0,1.0,127.41,3,0,1,Male,2,1,1,4,Lost Customers
50750,0,3.0,New (0-3m),STANDARD RISK,9.0,8.0,134.91,3,0,1,Male,1,5,1,7,At Risk
50751,0,17.0,Mature (13-24m),STANDARD RISK,17.0,1.0,145.41,2,0,1,Male,1,1,2,4,Lost Customers
50752,0,0.0,New (0-3m),STANDARD RISK,2.0,2.0,126.78,2,0,3,Male,4,2,1,7,At Risk
50753,0,19.0,Mature (13-24m),STANDARD RISK,4.0,1.0,173.79,2,0,1,Male,3,1,4,8,At Risk
50754,0,15.0,Mature (13-24m),LOW RISK,3.0,1.0,162.72,5,0,2,Male,4,1,3,8,At Risk
50755,0,30.0,Loyal (25m+),STANDARD RISK,9.0,1.0,152.2,2,1,3,Male,1,1,2,4,Lost Customers
50756,0,5.0,Growing (4-6m),STANDARD RISK,2.0,2.0,127.43,4,0,1,Female,4,2,1,7,At Risk
50757,0,5.0,Growing (4-6m),STANDARD RISK,7.0,1.0,149.98,3,1,1,Female,2,1,2,5,Lost Customers
50758,0,9.0,Established (7-12m),STANDARD RISK,7.0,7.0,202.52,5,1,1,Female,2,5,4,11,Potential Loyalists
50759,0,6.0,Growing (4-6m),MEDIUM RISK,10.0,4.0,127.81,2,0,1,Male,1,4,1,6,Lost Customers
50760,0,13.0,Mature (13-24m),LOW RISK,3.0,1.0,168.52,4,0,3,Female,4,1,3,8,At Risk
50761,0,0.0,New (0-3m),STANDARD RISK,1.0,1.0,149.5,2,0,3,Male,5,1,2,8,At Risk
50762,0,3.0,New (0-3m),STANDARD RISK,7.0,5.0,135.79,4,1,1,Male,2,5,1,8,At Risk
50763,0,15.0,Mature (13-24m),STANDARD RISK,0.0,2.0,231.91000000000005,5,1,1,Female,5,2,5,12,Potential Loyalists
50764,0,8.0,Established (7-12m),STANDARD RISK,12.0,4.0,203.77,2,1,3,Female,1,4,4,9,At Risk
50765,0,9.0,Established (7-12m),STANDARD RISK,8.0,6.0,122.35,5,1,1,Male,2,5,1,8,At Risk
50766,0,27.0,Loyal (25m+),STANDARD RISK,4.0,1.0,205.02,3,0,1,Female,3,1,4,8,At Risk
50767,0,9.0,Established (7-12m),STANDARD RISK,7.0,7.0,120.11,2,0,1,Female,2,5,1,8,At Risk
50768,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,118.59,4,1,1,Female,5,1,1,7,At Risk
50769,0,2.0,New (0-3m),STANDARD RISK,2.0,1.0,137.6,2,0,1,Female,4,1,1,6,Lost Customers
50770,0,27.0,Loyal (25m+),STANDARD RISK,9.0,1.0,277.79,2,0,1,Male,1,1,5,7,At Risk
50771,0,4.0,Growing (4-6m),STANDARD RISK,1.0,1.0,168.33,5,1,1,Male,5,1,3,9,At Risk
50772,0,4.0,Growing (4-6m),STANDARD RISK,8.0,1.0,168.12,5,0,1,Female,2,1,3,6,Lost Customers
50773,0,30.0,Loyal (25m+),STANDARD RISK,5.0,1.0,151.71,2,0,3,Female,2,1,2,5,Lost Customers
50774,0,16.0,Mature (13-24m),STANDARD RISK,7.0,1.0,297.4,2,0,1,Male,2,1,5,8,At Risk
50775,0,22.0,Mature (13-24m),STANDARD RISK,0.0,1.0,287.11,3,0,1,Male,5,1,5,11,Potential Loyalists
50776,0,9.0,Established (7-12m),STANDARD RISK,7.0,1.0,136.92,4,0,1,Male,2,1,1,4,Lost Customers
50777,0,21.0,Mature (13-24m),LOW RISK,0.0,1.0,125.59,4,0,1,Male,5,1,1,7,At Risk
50778,0,0.0,New (0-3m),STANDARD RISK,3.0,1.0,125.17,3,0,1,Male,4,1,1,6,Lost Customers
50779,0,2.0,New (0-3m),CRITICAL RISK,0.0,1.0,166.23,2,1,1,Male,5,1,3,9,At Risk
50780,0,21.0,Mature (13-24m),STANDARD RISK,0.0,1.0,282.65,2,0,1,Male,5,1,5,11,Potential Loyalists
50781,0,2.0,New (0-3m),STANDARD RISK,7.0,1.0,261.24,2,0,1,Female,2,1,5,8,At Risk
50782,0,7.0,Established (7-12m),STANDARD RISK,0.0,1.0,125.85,3,0,1,Female,5,1,1,7,At Risk
50783,0,17.0,Mature (13-24m),LOW RISK,10.0,3.0,282.13,4,0,3,Male,1,4,5,10,Potential Loyalists
50784,0,6.0,Growing (4-6m),STANDARD RISK,8.0,1.0,183.8,3,1,3,Male,2,1,4,7,At Risk
50785,0,0.0,New (0-3m),CRITICAL RISK,1.0,1.0,129.94,2,1,1,Female,5,1,1,7,At Risk
50786,0,9.0,Established (7-12m),STANDARD RISK,1.0,1.0,112.23,3,0,1,Male,5,1,1,7,At Risk
50787,1,0.0,New (0-3m),CRITICAL RISK,0.0,1.0,111.18,2,1,3,Male,5,1,1,7,At Risk
50788,0,0.0,New (0-3m),CRITICAL RISK,2.0,2.0,128.75,2,1,1,Male,4,2,1,7,At Risk
50789,1,8.0,Established (7-12m),STANDARD RISK,11.0,1.0,288.24,4,1,3,Female,1,1,5,7,At Risk
50790,0,28.0,Loyal (25m+),STANDARD RISK,0.0,2.0,235.77,4,1,1,Male,5,2,5,12,Potential Loyalists
50791,1,0.0,New (0-3m),STANDARD RISK,2.0,2.0,126.25,3,0,1,Female,4,2,1,7,At Risk
50792,0,19.0,Mature (13-24m),LOW RISK,8.0,1.0,287.89,4,0,3,Female,2,1,5,8,At Risk
50793,0,7.0,Established (7-12m),STANDARD RISK,2.0,1.0,145.38,5,1,3,Female,4,1,2,7,At Risk
50794,0,24.0,Mature (13-24m),STANDARD RISK,10.0,11.0,298.47,4,1,3,Male,1,5,5,11,Potential Loyalists
50795,0,30.0,Loyal (25m+),STANDARD RISK,4.0,5.0,205.12,2,0,1,Male,3,5,4,12,Potential Loyalists
50796,0,7.0,Established (7-12m),STANDARD RISK,10.0,5.0,144.44,4,0,1,Female,1,5,2,8,At Risk
50797,0,9.0,Established (7-12m),STANDARD RISK,2.0,1.0,121.54,3,1,1,Male,4,1,1,6,Lost Customers
50798,0,17.0,Mature (13-24m),LOW RISK,13.0,14.0,291.9,5,0,1,Male,1,5,5,11,Potential Loyalists
50799,0,7.0,Established (7-12m),STANDARD RISK,8.0,1.0,144.9,4,0,2,Male,2,1,2,5,Lost Customers
50800,0,8.0,Established (7-12m),STANDARD RISK,2.0,2.0,135.06,3,1,1,Male,4,2,1,7,At Risk
50801,0,15.0,Mature (13-24m),STANDARD RISK,0.0,1.0,123.72,4,1,1,Female,5,1,1,7,At Risk
50802,0,16.0,Mature (13-24m),STANDARD RISK,17.0,15.0,202.31,2,0,3,Female,1,5,4,10,Potential Loyalists
50803,0,9.0,Established (7-12m),STANDARD RISK,12.0,5.0,154.1,4,1,1,Female,1,5,3,9,At Risk
50804,1,7.0,Established (7-12m),STANDARD RISK,5.0,1.0,179.78,2,0,1,Female,2,1,4,7,At Risk
50805,0,1.0,New (0-3m),CRITICAL RISK,2.0,2.0,138.67,2,1,1,Male,4,2,1,7,At Risk
50806,0,24.0,Mature (13-24m),STANDARD RISK,7.0,7.0,128.38,3,0,1,Female,2,5,1,8,At Risk
50807,0,3.0,New (0-3m),STANDARD RISK,7.0,1.0,146.95,3,1,1,Female,2,1,2,5,Lost Customers
50808,1,0.0,New (0-3m),STANDARD RISK,7.0,7.0,133.39,3,1,1,Female,2,5,1,8,At Risk
50809,0,9.0,Established (7-12m),STANDARD RISK,2.0,1.0,120.8,5,0,1,Male,4,1,1,6,Lost Customers
50810,0,9.0,Established (7-12m),STANDARD RISK,1.0,2.0,120.96,4,0,1,Female,5,2,1,8,At Risk
50811,0,5.0,Growing (4-6m),MEDIUM RISK,8.0,1.0,162.09,2,0,3,Male,2,1,3,6,Lost Customers
50812,0,18.0,Mature (13-24m),LOW RISK,0.0,1.0,280.61,4,0,1,Female,5,1,5,11,Potential Loyalists
50813,0,12.0,Established (7-12m),STANDARD RISK,2.0,15.0,271.23,4,1,1,Female,4,5,5,14,Loyal Customers
50814,0,30.0,Loyal (25m+),STANDARD RISK,2.0,2.0,123.72,3,0,1,Male,4,2,1,7,At Risk
50815,1,0.0,New (0-3m),STANDARD RISK,1.0,1.0,148.83,3,0,1,Male,5,1,2,8,At Risk
50816,1,2.0,New (0-3m),STANDARD RISK,3.0,1.0,139.04,5,0,1,Male,4,1,1,6,Lost Customers
50817,0,3.0,New (0-3m),STANDARD RISK,7.0,6.0,146.27,2,0,1,Female,2,5,2,9,At Risk
50818,0,9.0,Established (7-12m),STANDARD RISK,7.0,1.0,170.94,3,0,1,Female,2,1,3,6,Lost Customers
50819,0,19.0,Mature (13-24m),LOW RISK,7.0,5.0,134.23,5,0,2,Female,2,5,1,8,At Risk
50820,0,1.0,New (0-3m),STANDARD RISK,5.0,7.0,166.74,2,0,1,Female,2,5,3,10,Potential Loyalists
50821,0,23.0,Mature (13-24m),STANDARD RISK,2.0,1.0,268.8,5,1,1,Female,4,1,5,10,Potential Loyalists
50822,1,3.0,New (0-3m),STANDARD RISK,0.0,1.0,190.94,4,1,3,Male,5,1,4,10,Potential Loyalists
50823,1,15.0,Mature (13-24m),STANDARD RISK,7.0,7.0,184.46,4,1,3,Male,2,5,4,11,Potential Loyalists
50824,0,3.0,New (0-3m),STANDARD RISK,3.0,1.0,219.16000000000005,5,1,1,Female,4,1,5,10,Potential Loyalists
50825,0,12.0,Established (7-12m),STANDARD RISK,7.0,1.0,145.34,3,0,1,Male,2,1,2,5,Lost Customers
50826,0,4.0,Growing (4-6m),STANDARD RISK,6.0,9.0,198.52,3,1,3,Female,2,5,4,11,Potential Loyalists
50827,0,14.0,Mature (13-24m),LOW RISK,9.0,11.0,161.51,4,0,3,Male,1,5,3,9,At Risk
50828,1,9.0,Established (7-12m),STANDARD RISK,2.0,2.0,123.02,4,1,3,Female,4,2,1,7,At Risk
50829,1,7.0,Established (7-12m),STANDARD RISK,2.0,1.0,123.62,5,0,1,Male,4,1,1,6,Lost Customers
50830,0,15.0,Mature (13-24m),STANDARD RISK,10.0,2.0,278.61,3,1,1,Male,1,2,5,8,At Risk
50831,0,28.0,Loyal (25m+),STANDARD RISK,11.0,9.0,291.87,3,0,1,Female,1,5,5,11,Potential Loyalists
50832,0,29.0,Loyal (25m+),LOW RISK,7.0,7.0,297.17,4,0,2,Male,2,5,5,12,Potential Loyalists
50833,0,13.0,Mature (13-24m),STANDARD RISK,0.0,1.0,135.44,3,0,1,Male,5,1,1,7,At Risk
50834,0,7.0,Established (7-12m),STANDARD RISK,6.0,1.0,185.0,2,0,1,Male,2,1,4,7,At Risk
50835,0,13.0,Mature (13-24m),STANDARD RISK,8.0,8.0,146.61,2,0,1,Male,2,5,2,9,At Risk
50836,0,14.0,Mature (13-24m),LOW RISK,7.0,1.0,141.03,5,0,3,Female,2,1,2,5,Lost Customers
50837,0,8.0,Established (7-12m),STANDARD RISK,1.0,1.0,142.49,3,1,1,Male,5,1,2,8,At Risk
50838,0,24.0,Mature (13-24m),STANDARD RISK,10.0,2.0,240.26,4,1,2,Male,1,2,5,8,At Risk
50839,0,11.0,Established (7-12m),STANDARD RISK,7.0,1.0,168.93,5,0,3,Female,2,1,3,6,Lost Customers
50840,0,7.0,Established (7-12m),STANDARD RISK,6.0,9.0,161.25,5,0,3,Female,2,5,3,10,Potential Loyalists
50841,0,0.0,New (0-3m),STANDARD RISK,2.0,1.0,136.69,2,0,1,Male,4,1,1,6,Lost Customers
50842,1,20.0,Mature (13-24m),STANDARD RISK,9.0,5.0,200.08,5,1,1,Female,1,5,4,10,Potential Loyalists
50843,0,13.0,Mature (13-24m),LOW RISK,3.0,1.0,123.87,4,0,1,Male,4,1,1,6,Lost Customers
50844,0,9.0,Established (7-12m),STANDARD RISK,13.0,6.0,146.39,5,0,3,Female,1,5,2,8,At Risk
50845,0,21.0,Mature (13-24m),STANDARD RISK,8.0,1.0,178.98,2,0,1,Male,2,1,4,7,At Risk
50846,0,0.0,New (0-3m),STANDARD RISK,0.0,1.0,125.34,2,0,3,Female,5,1,1,7,At Risk
50847,0,24.0,Mature (13-24m),LOW RISK,3.0,1.0,231.42,4,0,1,Female,4,1,5,10,Potential Loyalists
50848,0,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,116.11,2,0,1,Female,5,1,1,7,At Risk
50849,0,8.0,Established (7-12m),STANDARD RISK,0.0,1.0,153.63,2,0,1,Female,5,1,2,8,At Risk
50850,0,0.0,New (0-3m),STANDARD RISK,0.0,1.0,150.71,2,0,3,Male,5,1,2,8,At Risk
50851,1,18.0,Mature (13-24m),STANDARD RISK,8.0,2.0,236.95,3,1,3,Male,2,2,5,9,At Risk
50852,0,29.0,Loyal (25m+),STANDARD RISK,9.0,2.0,234.02,4,1,1,Male,1,2,5,8,At Risk
50853,0,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,120.29,3,0,1,Female,5,1,1,7,At Risk
50854,0,13.0,Mature (13-24m),STANDARD RISK,8.0,11.0,163.77,3,0,1,Female,2,5,3,10,Potential Loyalists
50855,0,7.0,Established (7-12m),STANDARD RISK,7.0,7.0,154.29,3,0,1,Male,2,5,3,10,Potential Loyalists
50856,1,0.0,New (0-3m),STANDARD RISK,0.0,1.0,127.85,2,0,3,Female,5,1,1,7,At Risk
50857,1,0.0,New (0-3m),STANDARD RISK,2.0,3.0,146.14,3,1,3,Female,4,4,2,10,Potential Loyalists
50858,0,11.0,Established (7-12m),STANDARD RISK,3.0,1.0,126.1,3,0,1,Male,4,1,1,6,Lost Customers
50859,0,7.0,Established (7-12m),STANDARD RISK,11.0,4.0,166.87,2,0,1,Female,1,4,3,8,At Risk
50860,0,1.0,New (0-3m),STANDARD RISK,4.0,1.0,147.24,5,0,3,Male,3,1,2,6,Lost Customers
50861,1,0.0,New (0-3m),STANDARD RISK,7.0,6.0,161.79,3,1,1,Male,2,5,3,10,Potential Loyalists
50862,0,12.0,Established (7-12m),STANDARD RISK,4.0,1.0,161.2,2,1,3,Male,3,1,3,7,At Risk
50863,0,24.0,Mature (13-24m),LOW RISK,2.0,3.0,205.96,4,0,3,Male,4,4,4,12,Potential Loyalists
50864,0,14.0,Mature (13-24m),STANDARD RISK,3.0,3.0,154.67,2,1,1,Female,4,4,3,11,Potential Loyalists
50865,0,10.0,Established (7-12m),STANDARD RISK,3.0,1.0,129.96,3,1,1,Male,4,1,1,6,Lost Customers
50866,0,6.0,Growing (4-6m),MEDIUM RISK,2.0,1.0,199.98,2,0,3,Male,4,1,4,9,At Risk
50867,0,5.0,Growing (4-6m),STANDARD RISK,2.0,1.0,140.78,4,1,3,Male,4,1,1,6,Lost Customers
50868,0,12.0,Established (7-12m),STANDARD RISK,5.0,1.0,209.2,3,0,1,Male,2,1,5,8,At Risk
50869,0,0.0,New (0-3m),STANDARD RISK,2.0,1.0,162.32,3,0,3,Male,4,1,3,8,At Risk
50870,0,25.0,Loyal (25m+),STANDARD RISK,2.0,2.0,232.47000000000003,3,1,1,Female,4,2,5,11,Potential Loyalists
50871,0,16.0,Mature (13-24m),STANDARD RISK,8.0,1.0,140.81,3,1,1,Female,2,1,2,5,Lost Customers
50872,0,0.0,New (0-3m),CRITICAL RISK,4.0,4.0,157.69,2,1,3,Female,3,4,3,10,Potential Loyalists
50873,1,0.0,New (0-3m),STANDARD RISK,7.0,7.0,123.94,3,1,1,Female,2,5,1,8,At Risk
