CustomerID,Churn,Tenure,TenureCohort,RiskLevel,DaySinceLastOrder,OrderCount,CashbackAmount,SatisfactionScore,Complain,CityTier,Gender
50689,1,2.0,New (0-3m),STANDARD RISK,3.0,11.0,221.69,2,0,1,Male
50690,0,13.0,Mature (13-24m),STANDARD RISK,9.0,4.0,296.26,3,0,1,Male
50691,0,9.0,Established (7-12m),STANDARD RISK,2.0,2.0,120.7,4,1,1,Female
50692,0,12.0,Established (7-12m),STANDARD RISK,3.0,1.0,167.82,4,0,1,Male
50693,0,9.0,Established (7-12m),STANDARD RISK,9.0,1.0,177.79,2,0,1,Male
50694,0,4.0,Growing (4-6m),MEDIUM RISK,2.0,2.0,127.91,2,0,3,Male
50695,0,1.0,New (0-3m),STANDARD RISK,4.0,1.0,132.01,4,0,1,Male
50696,0,8.0,Established (7-12m),STANDARD RISK,2.0,1.0,149.68,2,0,3,Male
50697,0,22.0,Mature (13-24m),LOW RISK,3.0,2.0,231.2,4,0,3,Male
50698,0,7.0,Established (7-12m),STANDARD RISK,2.0,1.0,140.33,3,0,1,Male
50699,0,2.0,New (0-3m),STANDARD RISK,1.0,1.0,132.91,4,0,1,Female
50700,0,15.0,Mature (13-24m),STANDARD RISK,0.0,1.0,142.72,2,0,1,Male
50701,0,2.0,New (0-3m),CRITICAL RISK,2.0,1.0,150.56,2,1,1,Male
50702,0,11.0,Established (7-12m),STANDARD RISK,0.0,5.0,128.44,3,0,2,Male
50703,0,4.0,Growing (4-6m),STANDARD RISK,2.0,1.0,127.03,3,1,1,Male
50704,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,119.04,3,0,1,Male
50705,1,0.0,New (0-3m),STANDARD RISK,3.0,1.0,182.24,5,1,3,Female
50706,0,14.0,Mature (13-24m),STANDARD RISK,0.0,1.0,147.66,2,1,1,Male
50707,1,0.0,New (0-3m),STANDARD RISK,2.0,2.0,126.1,3,0,1,Male
50708,0,10.0,Established (7-12m),STANDARD RISK,3.0,1.0,157.31,2,0,1,Female
50709,0,0.0,New (0-3m),STANDARD RISK,2.0,2.0,125.39,3,0,1,Male
50710,0,7.0,Established (7-12m),STANDARD RISK,3.0,1.0,157.14,3,0,3,Female
50711,0,8.0,Established (7-12m),STANDARD RISK,4.0,1.0,143.23,3,0,2,Male
50712,1,0.0,New (0-3m),STANDARD RISK,10.0,3.0,173.36,5,0,3,Female
50713,0,13.0,Mature (13-24m),STANDARD RISK,13.0,2.0,234.99,3,0,1,Female
50714,1,5.0,Growing (4-6m),STANDARD RISK,14.0,2.0,237.58,5,1,3,Male
50715,0,15.0,Mature (13-24m),LOW RISK,5.0,1.0,151.55,5,0,3,Male
50716,0,9.0,Established (7-12m),STANDARD RISK,7.0,1.0,122.58,3,0,1,Male
50717,0,0.0,New (0-3m),STANDARD RISK,2.0,1.0,135.97,4,0,1,Male
50718,1,0.0,New (0-3m),CRITICAL RISK,0.0,1.0,125.15,2,1,1,Female
50719,0,0.0,New (0-3m),STANDARD RISK,7.0,1.0,144.2,2,0,1,Male
50720,0,3.0,New (0-3m),STANDARD RISK,4.0,1.0,165.78,3,0,3,Male
50721,0,13.0,Mature (13-24m),STANDARD RISK,0.0,1.0,144.22,2,1,1,Female
50722,0,8.0,Established (7-12m),STANDARD RISK,4.0,6.0,202.74,4,0,1,Male
50723,0,7.0,Established (7-12m),STANDARD RISK,9.0,4.0,153.43,5,0,1,Male
50724,0,8.0,Established (7-12m),STANDARD RISK,2.0,2.0,123.76,2,0,1,Male
50725,1,6.0,Growing (4-6m),STANDARD RISK,3.0,1.0,153.46,3,0,3,Female
50726,0,5.0,Growing (4-6m),STANDARD RISK,0.0,1.0,128.27,5,0,3,Female
50727,0,29.0,Loyal (25m+),LOW RISK,2.0,4.0,299.43,5,0,1,Female
50728,0,2.0,New (0-3m),STANDARD RISK,8.0,1.0,131.31,2,0,1,Female
50729,0,0.0,New (0-3m),STANDARD RISK,0.0,1.0,125.52,5,0,1,Male
50730,0,18.0,Mature (13-24m),STANDARD RISK,2.0,1.0,144.77,3,1,1,Female
50731,0,10.0,Established (7-12m),STANDARD RISK,11.0,3.0,164.74,2,0,1,Female
50732,0,0.0,New (0-3m),STANDARD RISK,2.0,1.0,130.33,3,0,1,Male
50733,1,7.0,Established (7-12m),STANDARD RISK,2.0,1.0,129.36,3,1,1,Male
50734,0,26.0,Loyal (25m+),STANDARD RISK,7.0,4.0,286.06,3,0,1,Female
50735,0,9.0,Established (7-12m),STANDARD RISK,3.0,1.0,121.68,2,1,1,Female
50736,1,0.0,New (0-3m),CRITICAL RISK,0.0,1.0,128.53,2,1,1,Male
50737,0,19.0,Mature (13-24m),LOW RISK,9.0,15.0,270.48,5,0,3,Female
50738,0,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,122.9,3,0,1,Male
50739,0,6.0,Growing (4-6m),STANDARD RISK,4.0,1.0,136.0,3,0,2,Male
50740,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,121.07,5,0,1,Male
50741,0,3.0,New (0-3m),STANDARD RISK,3.0,1.0,141.15,5,0,3,Male
50742,0,13.0,Mature (13-24m),LOW RISK,0.0,1.0,143.27,4,0,3,Male
50743,0,23.0,Mature (13-24m),LOW RISK,2.0,2.0,278.56,5,0,1,Female
50744,0,1.0,New (0-3m),STANDARD RISK,3.0,3.0,131.96,5,0,1,Male
50745,0,19.0,Mature (13-24m),LOW RISK,3.0,1.0,290.81,4,0,1,Male
50746,0,8.0,Established (7-12m),STANDARD RISK,7.0,1.0,189.66,5,1,3,Male
50747,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,122.1,4,0,1,Female
50748,0,6.0,Growing (4-6m),STANDARD RISK,1.0,1.0,145.39,3,0,3,Female
50749,0,9.0,Established (7-12m),STANDARD RISK,7.0,1.0,127.41,3,0,1,Male
50750,0,3.0,New (0-3m),STANDARD RISK,9.0,8.0,134.91,3,0,1,Male
50751,0,17.0,Mature (13-24m),STANDARD RISK,17.0,1.0,145.41,2,0,1,Male
50752,0,0.0,New (0-3m),STANDARD RISK,2.0,2.0,126.78,2,0,3,Male
50753,0,19.0,Mature (13-24m),STANDARD RISK,4.0,1.0,173.79,2,0,1,Male
50754,0,15.0,Mature (13-24m),LOW RISK,3.0,1.0,162.72,5,0,2,Male
50755,0,30.0,Loyal (25m+),STANDARD RISK,9.0,1.0,152.2,2,1,3,Male
50756,0,5.0,Growing (4-6m),STANDARD RISK,2.0,2.0,127.43,4,0,1,Female
50757,0,5.0,Growing (4-6m),STANDARD RISK,7.0,1.0,149.98,3,1,1,Female
50758,0,9.0,Established (7-12m),STANDARD RISK,7.0,7.0,202.52,5,1,1,Female
50759,0,6.0,Growing (4-6m),MEDIUM RISK,10.0,4.0,127.81,2,0,1,Male
50760,0,13.0,Mature (13-24m),LOW RISK,3.0,1.0,168.52,4,0,3,Female
50761,0,0.0,New (0-3m),STANDARD RISK,1.0,1.0,149.5,2,0,3,Male
50762,0,3.0,New (0-3m),STANDARD RISK,7.0,5.0,135.79,4,1,1,Male
50763,0,15.0,Mature (13-24m),STANDARD RISK,0.0,2.0,231.91000000000005,5,1,1,Female
50764,0,8.0,Established (7-12m),STANDARD RISK,12.0,4.0,203.77,2,1,3,Female
50765,0,9.0,Established (7-12m),STANDARD RISK,8.0,6.0,122.35,5,1,1,Male
50766,0,27.0,Loyal (25m+),STANDARD RISK,4.0,1.0,205.02,3,0,1,Female
50767,0,9.0,Established (7-12m),STANDARD RISK,7.0,7.0,120.11,2,0,1,Female
50768,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,118.59,4,1,1,Female
50769,0,2.0,New (0-3m),STANDARD RISK,2.0,1.0,137.6,2,0,1,Female
50770,0,27.0,Loyal (25m+),STANDARD RISK,9.0,1.0,277.79,2,0,1,Male
50771,0,4.0,Growing (4-6m),STANDARD RISK,1.0,1.0,168.33,5,1,1,Male
50772,0,4.0,Growing (4-6m),STANDARD RISK,8.0,1.0,168.12,5,0,1,Female
50773,0,30.0,Loyal (25m+),STANDARD RISK,5.0,1.0,151.71,2,0,3,Female
50774,0,16.0,Mature (13-24m),STANDARD RISK,7.0,1.0,297.4,2,0,1,Male
50775,0,22.0,Mature (13-24m),STANDARD RISK,0.0,1.0,287.11,3,0,1,Male
50776,0,9.0,Established (7-12m),STANDARD RISK,7.0,1.0,136.92,4,0,1,Male
50777,0,21.0,Mature (13-24m),LOW RISK,0.0,1.0,125.59,4,0,1,Male
50778,0,0.0,New (0-3m),STANDARD RISK,3.0,1.0,125.17,3,0,1,Male
50779,0,2.0,New (0-3m),CRITICAL RISK,0.0,1.0,166.23,2,1,1,Male
50780,0,21.0,Mature (13-24m),STANDARD RISK,0.0,1.0,282.65,2,0,1,Male
50781,0,2.0,New (0-3m),STANDARD RISK,7.0,1.0,261.24,2,0,1,Female
50782,0,7.0,Established (7-12m),STANDARD RISK,0.0,1.0,125.85,3,0,1,Female
50783,0,17.0,Mature (13-24m),LOW RISK,10.0,3.0,282.13,4,0,3,Male
50784,0,6.0,Growing (4-6m),STANDARD RISK,8.0,1.0,183.8,3,1,3,Male
50785,0,0.0,New (0-3m),CRITICAL RISK,1.0,1.0,129.94,2,1,1,Female
50786,0,9.0,Established (7-12m),STANDARD RISK,1.0,1.0,112.23,3,0,1,Male
50787,1,0.0,New (0-3m),CRITICAL RISK,0.0,1.0,111.18,2,1,3,Male
50788,0,0.0,New (0-3m),CRITICAL RISK,2.0,2.0,128.75,2,1,1,Male
50789,1,8.0,Established (7-12m),STANDARD RISK,11.0,1.0,288.24,4,1,3,Female
50790,0,28.0,Loyal (25m+),STANDARD RISK,0.0,2.0,235.77,4,1,1,Male
50791,1,0.0,New (0-3m),STANDARD RISK,2.0,2.0,126.25,3,0,1,Female
50792,0,19.0,Mature (13-24m),LOW RISK,8.0,1.0,287.89,4,0,3,Female
50793,0,7.0,Established (7-12m),STANDARD RISK,2.0,1.0,145.38,5,1,3,Female
50794,0,24.0,Mature (13-24m),STANDARD RISK,10.0,11.0,298.47,4,1,3,Male
50795,0,30.0,Loyal (25m+),STANDARD RISK,4.0,5.0,205.12,2,0,1,Male
50796,0,7.0,Established (7-12m),STANDARD RISK,10.0,5.0,144.44,4,0,1,Female
50797,0,9.0,Established (7-12m),STANDARD RISK,2.0,1.0,121.54,3,1,1,Male
50798,0,17.0,Mature (13-24m),LOW RISK,13.0,14.0,291.9,5,0,1,Male
50799,0,7.0,Established (7-12m),STANDARD RISK,8.0,1.0,144.9,4,0,2,Male
50800,0,8.0,Established (7-12m),STANDARD RISK,2.0,2.0,135.06,3,1,1,Male
50801,0,15.0,Mature (13-24m),STANDARD RISK,0.0,1.0,123.72,4,1,1,Female
50802,0,16.0,Mature (13-24m),STANDARD RISK,17.0,15.0,202.31,2,0,3,Female
50803,0,9.0,Established (7-12m),STANDARD RISK,12.0,5.0,154.1,4,1,1,Female
50804,1,7.0,Established (7-12m),STANDARD RISK,5.0,1.0,179.78,2,0,1,Female
50805,0,1.0,New (0-3m),CRITICAL RISK,2.0,2.0,138.67,2,1,1,Male
50806,0,24.0,Mature (13-24m),STANDARD RISK,7.0,7.0,128.38,3,0,1,Female
50807,0,3.0,New (0-3m),STANDARD RISK,7.0,1.0,146.95,3,1,1,Female
50808,1,0.0,New (0-3m),STANDARD RISK,7.0,7.0,133.39,3,1,1,Female
50809,0,9.0,Established (7-12m),STANDARD RISK,2.0,1.0,120.8,5,0,1,Male
50810,0,9.0,Established (7-12m),STANDARD RISK,1.0,2.0,120.96,4,0,1,Female
50811,0,5.0,Growing (4-6m),MEDIUM RISK,8.0,1.0,162.09,2,0,3,Male
50812,0,18.0,Mature (13-24m),LOW RISK,0.0,1.0,280.61,4,0,1,Female
50813,0,12.0,Established (7-12m),STANDARD RISK,2.0,15.0,271.23,4,1,1,Female
50814,0,30.0,Loyal (25m+),STANDARD RISK,2.0,2.0,123.72,3,0,1,Male
50815,1,0.0,New (0-3m),STANDARD RISK,1.0,1.0,148.83,3,0,1,Male
50816,1,2.0,New (0-3m),STANDARD RISK,3.0,1.0,139.04,5,0,1,Male
50817,0,3.0,New (0-3m),STANDARD RISK,7.0,6.0,146.27,2,0,1,Female
50818,0,9.0,Established (7-12m),STANDARD RISK,7.0,1.0,170.94,3,0,1,Female
50819,0,19.0,Mature (13-24m),LOW RISK,7.0,5.0,134.23,5,0,2,Female
50820,0,1.0,New (0-3m),STANDARD RISK,5.0,7.0,166.74,2,0,1,Female
50821,0,23.0,Mature (13-24m),STANDARD RISK,2.0,1.0,268.8,5,1,1,Female
50822,1,3.0,New (0-3m),STANDARD RISK,0.0,1.0,190.94,4,1,3,Male
50823,1,15.0,Mature (13-24m),STANDARD RISK,7.0,7.0,184.46,4,1,3,Male
50824,0,3.0,New (0-3m),STANDARD RISK,3.0,1.0,219.16000000000005,5,1,1,Female
50825,0,12.0,Established (7-12m),STANDARD RISK,7.0,1.0,145.34,3,0,1,Male
50826,0,4.0,Growing (4-6m),STANDARD RISK,6.0,9.0,198.52,3,1,3,Female
50827,0,14.0,Mature (13-24m),LOW RISK,9.0,11.0,161.51,4,0,3,Male
50828,1,9.0,Established (7-12m),STANDARD RISK,2.0,2.0,123.02,4,1,3,Female
50829,1,7.0,Established (7-12m),STANDARD RISK,2.0,1.0,123.62,5,0,1,Male
50830,0,15.0,Mature (13-24m),STANDARD RISK,10.0,2.0,278.61,3,1,1,Male
50831,0,28.0,Loyal (25m+),STANDARD RISK,11.0,9.0,291.87,3,0,1,Female
50832,0,29.0,Loyal (25m+),LOW RISK,7.0,7.0,297.17,4,0,2,Male
50833,0,13.0,Mature (13-24m),STANDARD RISK,0.0,1.0,135.44,3,0,1,Male
50834,0,7.0,Established (7-12m),STANDARD RISK,6.0,1.0,185.0,2,0,1,Male
50835,0,13.0,Mature (13-24m),STANDARD RISK,8.0,8.0,146.61,2,0,1,Male
50836,0,14.0,Mature (13-24m),LOW RISK,7.0,1.0,141.03,5,0,3,Female
50837,0,8.0,Established (7-12m),STANDARD RISK,1.0,1.0,142.49,3,1,1,Male
50838,0,24.0,Mature (13-24m),STANDARD RISK,10.0,2.0,240.26,4,1,2,Male
50839,0,11.0,Established (7-12m),STANDARD RISK,7.0,1.0,168.93,5,0,3,Female
50840,0,7.0,Established (7-12m),STANDARD RISK,6.0,9.0,161.25,5,0,3,Female
50841,0,0.0,New (0-3m),STANDARD RISK,2.0,1.0,136.69,2,0,1,Male
50842,1,20.0,Mature (13-24m),STANDARD RISK,9.0,5.0,200.08,5,1,1,Female
50843,0,13.0,Mature (13-24m),LOW RISK,3.0,1.0,123.87,4,0,1,Male
50844,0,9.0,Established (7-12m),STANDARD RISK,13.0,6.0,146.39,5,0,3,Female
50845,0,21.0,Mature (13-24m),STANDARD RISK,8.0,1.0,178.98,2,0,1,Male
50846,0,0.0,New (0-3m),STANDARD RISK,0.0,1.0,125.34,2,0,3,Female
50847,0,24.0,Mature (13-24m),LOW RISK,3.0,1.0,231.42,4,0,1,Female
50848,0,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,116.11,2,0,1,Female
50849,0,8.0,Established (7-12m),STANDARD RISK,0.0,1.0,153.63,2,0,1,Female
50850,0,0.0,New (0-3m),STANDARD RISK,0.0,1.0,150.71,2,0,3,Male
50851,1,18.0,Mature (13-24m),STANDARD RISK,8.0,2.0,236.95,3,1,3,Male
50852,0,29.0,Loyal (25m+),STANDARD RISK,9.0,2.0,234.02,4,1,1,Male
50853,0,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,120.29,3,0,1,Female
50854,0,13.0,Mature (13-24m),STANDARD RISK,8.0,11.0,163.77,3,0,1,Female
50855,0,7.0,Established (7-12m),STANDARD RISK,7.0,7.0,154.29,3,0,1,Male
50856,1,0.0,New (0-3m),STANDARD RISK,0.0,1.0,127.85,2,0,3,Female
50857,1,0.0,New (0-3m),STANDARD RISK,2.0,3.0,146.14,3,1,3,Female
50858,0,11.0,Established (7-12m),STANDARD RISK,3.0,1.0,126.1,3,0,1,Male
50859,0,7.0,Established (7-12m),STANDARD RISK,11.0,4.0,166.87,2,0,1,Female
50860,0,1.0,New (0-3m),STANDARD RISK,4.0,1.0,147.24,5,0,3,Male
50861,1,0.0,New (0-3m),STANDARD RISK,7.0,6.0,161.79,3,1,1,Male
50862,0,12.0,Established (7-12m),STANDARD RISK,4.0,1.0,161.2,2,1,3,Male
50863,0,24.0,Mature (13-24m),LOW RISK,2.0,3.0,205.96,4,0,3,Male
50864,0,14.0,Mature (13-24m),STANDARD RISK,3.0,3.0,154.67,2,1,1,Female
50865,0,10.0,Established (7-12m),STANDARD RISK,3.0,1.0,129.96,3,1,1,Male
50866,0,6.0,Growing (4-6m),MEDIUM RISK,2.0,1.0,199.98,2,0,3,Male
50867,0,5.0,Growing (4-6m),STANDARD RISK,2.0,1.0,140.78,4,1,3,Male
50868,0,12.0,Established (7-12m),STANDARD RISK,5.0,1.0,209.2,3,0,1,Male
50869,0,0.0,New (0-3m),STANDARD RISK,2.0,1.0,162.32,3,0,3,Male
50870,0,25.0,Loyal (25m+),STANDARD RISK,2.0,2.0,232.47000000000003,3,1,1,Female
50871,0,16.0,Mature (13-24m),STANDARD RISK,8.0,1.0,140.81,3,1,1,Female
50872,0,0.0,New (0-3m),CRITICAL RISK,4.0,4.0,157.69,2,1,3,Female
50873,1,0.0,New (0-3m),STANDARD RISK,7.0,7.0,123.94,3,1,1,Female
50874,0,0.0,New (0-3m),STANDARD RISK,1.0,1.0,139.04,2,0,1,Male
50875,0,15.0,Mature (13-24m),LOW RISK,9.0,1.0,267.99,5,0,2,Female
50876,0,25.0,Loyal (25m+),LOW RISK,4.0,1.0,129.5,5,0,1,Female
50877,0,10.0,Established (7-12m),STANDARD RISK,2.0,1.0,136.29,3,0,1,Female
50878,0,8.0,Established (7-12m),STANDARD RISK,2.0,2.0,193.62,2,0,1,Male
50879,0,0.0,New (0-3m),STANDARD RISK,2.0,1.0,132.29,2,0,1,Male
50880,0,0.0,New (0-3m),STANDARD RISK,7.0,1.0,135.78,5,0,1,Male
50881,0,2.0,New (0-3m),STANDARD RISK,9.0,1.0,179.88,5,0,2,Male
50882,1,0.0,New (0-3m),STANDARD RISK,3.0,1.0,142.84,5,0,1,Male
50883,1,0.0,New (0-3m),CRITICAL RISK,7.0,7.0,175.53,2,1,1,Female
50884,0,27.0,Loyal (25m+),STANDARD RISK,7.0,12.0,273.28,2,0,1,Female
50885,0,30.0,Loyal (25m+),STANDARD RISK,5.0,1.0,297.01,5,1,1,Female
50886,0,28.0,Loyal (25m+),STANDARD RISK,0.0,2.0,247.32,2,0,1,Male
50887,0,9.0,Established (7-12m),STANDARD RISK,1.0,1.0,192.78,4,1,3,Female
50888,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,113.59,3,0,3,Female
50889,0,3.0,New (0-3m),STANDARD RISK,2.0,1.0,147.79,5,0,3,Female
50890,0,4.0,Growing (4-6m),STANDARD RISK,0.0,1.0,264.22,4,0,1,Female
50891,0,7.0,Established (7-12m),STANDARD RISK,3.0,1.0,129.96,5,0,1,Male
50892,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,112.61,4,0,1,Female
50893,0,9.0,Established (7-12m),STANDARD RISK,4.0,1.0,120.99,5,0,1,Male
50894,0,9.0,Established (7-12m),STANDARD RISK,8.0,1.0,158.1,2,0,1,Male
50895,0,9.0,Established (7-12m),STANDARD RISK,2.0,1.0,156.47,5,0,3,Female
50896,0,20.0,Mature (13-24m),STANDARD RISK,2.0,1.0,134.2,2,0,1,Male
50897,1,0.0,New (0-3m),STANDARD RISK,2.0,2.0,144.0,5,0,3,Male
50898,0,10.0,Established (7-12m),STANDARD RISK,3.0,1.0,135.0,3,0,1,Male
50899,0,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,120.66,5,0,1,Female
50900,0,20.0,Mature (13-24m),STANDARD RISK,6.0,5.0,271.69,3,0,1,Female
50901,0,0.0,New (0-3m),STANDARD RISK,3.0,1.0,141.62,3,1,3,Female
50902,0,5.0,Growing (4-6m),MEDIUM RISK,3.0,1.0,192.04,2,0,3,Male
50903,0,7.0,Established (7-12m),STANDARD RISK,2.0,1.0,132.94,4,0,1,Female
50904,0,9.0,Established (7-12m),STANDARD RISK,3.0,1.0,121.27,3,1,1,Male
50905,0,13.0,Mature (13-24m),STANDARD RISK,7.0,1.0,139.75,3,0,1,Male
50906,0,4.0,Growing (4-6m),MEDIUM RISK,9.0,9.0,207.93,2,0,3,Male
50907,1,9.0,Established (7-12m),STANDARD RISK,3.0,4.0,200.96,1,0,3,Male
50908,1,2.0,New (0-3m),STANDARD RISK,0.0,1.0,136.46,5,1,1,Female
50909,1,0.0,New (0-3m),STANDARD RISK,7.0,4.0,174.46,4,0,1,Female
50910,0,18.0,Mature (13-24m),STANDARD RISK,7.0,1.0,208.51,5,1,1,Male
50911,0,9.0,Established (7-12m),STANDARD RISK,2.0,1.0,121.09,4,0,2,Female
50912,1,0.0,New (0-3m),CRITICAL RISK,2.0,2.0,137.22,1,1,1,Male
50913,0,18.0,Mature (13-24m),STANDARD RISK,2.0,1.0,193.8,1,1,1,Male
50914,0,21.0,Mature (13-24m),LOW RISK,2.0,2.0,154.86,5,0,3,Male
50915,1,0.0,New (0-3m),STANDARD RISK,2.0,2.0,127.42,3,0,2,Female
50916,0,13.0,Mature (13-24m),LOW RISK,8.0,2.0,237.57,4,0,1,Male
50917,0,1.0,New (0-3m),STANDARD RISK,3.0,1.0,184.63,5,0,3,Male
50918,0,17.0,Mature (13-24m),STANDARD RISK,3.0,1.0,131.62,3,0,1,Male
50919,0,26.0,Loyal (25m+),LOW RISK,8.0,8.0,265.98,4,0,1,Male
50920,0,22.0,Mature (13-24m),STANDARD RISK,2.0,1.0,166.51,3,0,1,Male
50921,0,13.0,Mature (13-24m),STANDARD RISK,2.0,1.0,123.45,3,0,1,Male
50922,0,17.0,Mature (13-24m),LOW RISK,3.0,1.0,134.2,4,0,1,Male
50923,0,6.0,Growing (4-6m),STANDARD RISK,3.0,1.0,143.73,5,0,3,Male
50924,0,7.0,Established (7-12m),STANDARD RISK,12.0,3.0,147.59,5,0,3,Male
50925,0,3.0,New (0-3m),STANDARD RISK,2.0,2.0,153.01,3,0,3,Male
50926,0,15.0,Mature (13-24m),STANDARD RISK,8.0,5.0,136.73,1,0,1,Female
50927,0,17.0,Mature (13-24m),STANDARD RISK,0.0,1.0,147.68,3,0,3,Female
50928,0,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,112.74,3,0,1,Male
50929,0,50.0,Loyal (25m+),STANDARD RISK,8.0,2.0,149.0,3,0,1,Male
50930,0,22.0,Mature (13-24m),LOW RISK,7.0,1.0,204.66,4,0,1,Male
50931,0,7.0,Established (7-12m),STANDARD RISK,9.0,6.0,270.07,5,0,1,Male
50932,1,0.0,New (0-3m),STANDARD RISK,2.0,1.0,129.09,3,0,3,Male
50933,1,0.0,New (0-3m),STANDARD RISK,0.0,1.0,157.65,4,0,3,Female
50934,1,0.0,New (0-3m),STANDARD RISK,10.0,10.0,145.99,4,1,3,Female
50935,0,8.0,Established (7-12m),STANDARD RISK,0.0,1.0,124.04,3,0,3,Male
50936,1,0.0,New (0-3m),STANDARD RISK,0.0,1.0,131.72,5,1,1,Male
50937,0,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,120.33,4,0,3,Female
50938,0,17.0,Mature (13-24m),STANDARD RISK,2.0,2.0,202.09,3,1,1,Male
50939,0,2.0,New (0-3m),STANDARD RISK,4.0,1.0,186.2,3,0,3,Male
50940,0,9.0,Established (7-12m),STANDARD RISK,3.0,1.0,120.64,3,0,2,Male
50941,0,28.0,Loyal (25m+),STANDARD RISK,2.0,1.0,140.35,3,1,1,Male
50942,0,6.0,Growing (4-6m),STANDARD RISK,2.0,1.0,138.38,4,0,1,Female
50943,0,20.0,Mature (13-24m),STANDARD RISK,2.0,1.0,145.91,3,1,3,Female
50944,1,0.0,New (0-3m),STANDARD RISK,0.0,1.0,125.61,5,0,1,Male
50945,0,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,115.63,3,0,1,Male
50946,0,1.0,New (0-3m),STANDARD RISK,3.0,1.0,148.98,5,0,3,Male
50947,0,22.0,Mature (13-24m),LOW RISK,2.0,1.0,147.89,5,0,1,Female
50948,0,2.0,New (0-3m),STANDARD RISK,2.0,1.0,131.8,4,0,1,Female
50949,0,1.0,New (0-3m),STANDARD RISK,7.0,1.0,165.49,4,0,1,Male
50950,0,6.0,Growing (4-6m),STANDARD RISK,0.0,1.0,163.88,3,1,1,Male
50951,0,5.0,Growing (4-6m),MEDIUM RISK,3.0,1.0,212.44,1,0,1,Male
50952,0,27.0,Loyal (25m+),STANDARD RISK,12.0,2.0,260.32,1,0,1,Female
50953,1,0.0,New (0-3m),STANDARD RISK,7.0,1.0,123.62,5,0,1,Male
50954,0,17.0,Mature (13-24m),LOW RISK,17.0,14.0,263.28,5,0,1,Male
50955,0,12.0,Established (7-12m),STANDARD RISK,2.0,2.0,183.76,4,0,1,Female
50956,0,19.0,Mature (13-24m),LOW RISK,1.0,5.0,266.06,4,0,3,Female
50957,0,8.0,Established (7-12m),STANDARD RISK,3.0,3.0,186.06,4,0,1,Female
50958,0,9.0,Established (7-12m),STANDARD RISK,2.0,1.0,122.72,3,0,1,Male
50959,1,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,120.18,5,0,1,Male
50960,0,7.0,Established (7-12m),STANDARD RISK,6.0,8.0,170.83,3,1,3,Male
50961,1,0.0,New (0-3m),STANDARD RISK,7.0,7.0,140.84,3,0,1,Female
50962,0,23.0,Mature (13-24m),STANDARD RISK,9.0,2.0,244.11,1,1,1,Male
50963,0,9.0,Established (7-12m),STANDARD RISK,7.0,5.0,123.08,3,1,3,Male
50964,0,15.0,Mature (13-24m),LOW RISK,0.0,1.0,148.41,4,0,1,Male
50965,0,10.0,Established (7-12m),STANDARD RISK,7.0,3.0,142.85,1,0,1,Male
50966,0,2.0,New (0-3m),STANDARD RISK,7.0,1.0,197.15,5,0,1,Female
50967,0,6.0,Growing (4-6m),STANDARD RISK,2.0,1.0,143.2,4,0,1,Male
50968,0,9.0,Established (7-12m),STANDARD RISK,3.0,1.0,121.32,1,0,1,Male
50969,0,15.0,Mature (13-24m),STANDARD RISK,9.0,13.0,201.24,1,1,1,Male
50970,0,13.0,Mature (13-24m),LOW RISK,1.0,7.0,154.73,5,0,3,Male
50971,0,6.0,Growing (4-6m),STANDARD RISK,7.0,5.0,152.07,3,1,1,Male
50972,0,13.0,Mature (13-24m),STANDARD RISK,7.0,7.0,264.37,1,1,2,Male
50973,0,9.0,Established (7-12m),STANDARD RISK,0.0,1.0,122.96,5,0,1,Male
50974,0,13.0,Mature (13-24m),STANDARD RISK,2.0,2.0,140.69,1,1,1,Male
50975,0,18.0,Mature (13-24m),LOW RISK,7.0,7.0,174.41,4,0,1,Male
50976,0,8.0,Established (7-12m),STANDARD RISK,2.0,4.0,124.3,3,0,3,Female
50977,0,5.0,Growing (4-6m),STANDARD RISK,5.0,2.0,158.78,4,0,1,Female
50978,0,9.0,Established (7-12m),STANDARD RISK,2.0,1.0,126.44,1,1,3,Male
50979,0,21.0,Mature (13-24m),STANDARD RISK,7.0,7.0,164.39,3,0,3,Female
50980,0,2.0,New (0-3m),STANDARD RISK,0.0,1.0,124.51,3,0,1,Male
50981,0,6.0,Growing (4-6m),STANDARD RISK,2.0,2.0,163.92,5,0,3,Male
50982,1,0.0,New (0-3m),STANDARD RISK,7.0,6.0,197.14,5,0,3,Male
50983,0,11.0,Established (7-12m),STANDARD RISK,2.0,1.0,160.77,3,0,2,Male
50984,0,8.0,Established (7-12m),STANDARD RISK,2.0,1.0,124.5,5,0,1,Male
